0.675830631,0.004498822,0.039410962,0.029942551,0.057865743,0.015973532,0.001296574,0.083852238,0.032974503,0.058354444
0.627137199,0.02441773,0,0.060123649,0.091891699,0.045209632,0.013014478,0.01687062,0.085744238,0.035590754
0.627137199,0.02441773,0,0.060123649,0.091891699,0.045209632,0.013014478,0.01687062,0.085744238,0.035590754
0,0,0,0.202816901,0.16056338,0,0,0.456338028,0.18028169,0
0,0.15569782,0.045052738,0.213100536,0.109445241,0.045849838,0.064881669,0.029446691,0.209373389,0.127152078
0,0,0.030606315,0.325555375,0.216502122,0.053240058,0.083846373,0.030606315,0.057869628,0.201773815
0,0,0.178493988,0.24319929,0.234920166,0.038389513,0.072639464,0,0.132564557,0.099793022
0,0,0,0.077774756,0.374771765,0,0,0.084845189,0.307058778,0.155549512
0,0,0,0,0.350180779,0.042508829,0.060875982,0.064064724,0.354240239,0.128129448
0,0,0,0,0,0.168702183,0.328069067,0.466905313,0.036323437,0
0,0,0,0,0,0,0.075747199,0.398980906,0,0.525271895
0,0,0,0,0,0,0.139824063,0.301694158,0.436200554,0.122281225
0,0,0,0,0,0,0,0.756990757,0.146367146,0.096642097
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
